May 10, 2022   10:07:22
-1.144, -1.637e-4
-1.143, -1.636e-4
-1.142, -1.635e-4
-1.141, -1.634e-4
-1.140, -1.633e-4
-1.139, -1.632e-4
-1.138, -1.631e-4
-1.137, -1.630e-4
-1.136, -1.629e-4
-1.135, -1.628e-4
-1.134, -1.627e-4
-1.133, -1.626e-4
-1.132, -1.625e-4
-1.131, -1.624e-4
-1.130, -1.623e-4
-1.129, -1.622e-4
-1.128, -1.621e-4
-1.127, -1.620e-4
-1.126, -1.619e-4
-1.125, -1.618e-4
-1.124, -1.617e-4
-1.123, -1.616e-4
-1.122, -1.615e-4
-1.121, -1.614e-4
-1.120, -1.613e-4
-1.119, -1.612e-4
-1.118, -1.611e-4
-1.117, -1.610e-4
-1.116, -1.609e-4
-1.115, -1.608e-4
-1.114, -1.607e-4
-1.113, -1.606e-4
-1.112, -1.605e-4
-1.111, -1.604e-4
-1.110, -1.602e-4
-1.109, -1.601e-4
-1.108, -1.601e-4
-1.107, -1.599e-4
-1.106, -1.598e-4
-1.105, -1.597e-4
-1.104, -1.596e-4
-1.103, -1.595e-4
-1.102, -1.594e-4
-1.101, -1.594e-4
-1.100, -1.592e-4
-1.099, -1.591e-4
-1.098, -1.590e-4
-1.097, -1.589e-4
-1.096, -1.588e-4
-1.095, -1.587e-4
-1.094, -1.586e-4
-1.093, -1.585e-4
-1.092, -1.584e-4
-1.091, -1.583e-4
-1.090, -1.582e-4
-1.089, -1.581e-4
-1.088, -1.580e-4
-1.087, -1.579e-4
-1.086, -1.578e-4
-1.085, -1.577e-4
-1.084, -1.576e-4
-1.083, -1.575e-4
-1.082, -1.574e-4
-1.081, -1.573e-4
-1.080, -1.572e-4
-1.079, -1.571e-4
-1.078, -1.569e-4
-1.077, -1.568e-4
-1.076, -1.567e-4
-1.075, -1.566e-4
-1.074, -1.565e-4
-1.073, -1.564e-4
-1.072, -1.562e-4
-1.071, -1.561e-4
-1.070, -1.560e-4
-1.069, -1.559e-4
-1.068, -1.557e-4
-1.067, -1.556e-4
-1.066, -1.555e-4
-1.065, -1.553e-4
-1.064, -1.552e-4
-1.063, -1.551e-4
-1.062, -1.549e-4
-1.061, -1.548e-4
-1.060, -1.546e-4
-1.059, -1.545e-4
-1.058, -1.544e-4
-1.057, -1.542e-4
-1.056, -1.541e-4
-1.055, -1.539e-4
-1.054, -1.538e-4
-1.053, -1.537e-4
-1.052, -1.535e-4
-1.051, -1.534e-4
-1.050, -1.532e-4
-1.049, -1.531e-4
-1.048, -1.529e-4
-1.047, -1.528e-4
-1.046, -1.526e-4
-1.045, -1.524e-4
-1.044, -1.523e-4
-1.043, -1.521e-4
-1.042, -1.520e-4
-1.041, -1.518e-4
-1.040, -1.516e-4
-1.039, -1.515e-4
-1.038, -1.513e-4
-1.037, -1.511e-4
-1.036, -1.509e-4
-1.035, -1.507e-4
-1.034, -1.505e-4
-1.033, -1.503e-4
-1.032, -1.501e-4
-1.031, -1.499e-4
-1.030, -1.497e-4
-1.029, -1.495e-4
-1.028, -1.493e-4
-1.027, -1.491e-4
-1.026, -1.488e-4
-1.025, -1.486e-4
-1.024, -1.483e-4
-1.023, -1.481e-4
-1.022, -1.479e-4
-1.021, -1.476e-4
-1.020, -1.473e-4
-1.019, -1.471e-4
-1.018, -1.468e-4
-1.017, -1.465e-4
-1.016, -1.462e-4
-1.015, -1.459e-4
-1.014, -1.456e-4
-1.013, -1.453e-4
-1.012, -1.449e-4
-1.011, -1.446e-4
-1.010, -1.443e-4
-1.009, -1.439e-4
-1.008, -1.436e-4
-1.007, -1.433e-4
-1.006, -1.429e-4
-1.005, -1.425e-4
-1.004, -1.421e-4
-1.003, -1.417e-4
-1.002, -1.413e-4
-1.001, -1.409e-4
-1.000, -1.405e-4
-0.999, -1.400e-4
-0.998, -1.396e-4
-0.997, -1.392e-4
-0.996, -1.387e-4
-0.995, -1.382e-4
-0.994, -1.377e-4
-0.993, -1.372e-4
-0.992, -1.367e-4
-0.991, -1.361e-4
-0.990, -1.356e-4
-0.989, -1.350e-4
-0.988, -1.344e-4
-0.987, -1.338e-4
-0.986, -1.332e-4
-0.985, -1.326e-4
-0.984, -1.319e-4
-0.983, -1.312e-4
-0.982, -1.306e-4
-0.981, -1.299e-4
-0.980, -1.292e-4
-0.979, -1.284e-4
-0.978, -1.277e-4
-0.977, -1.269e-4
-0.976, -1.261e-4
-0.975, -1.253e-4
-0.974, -1.244e-4
-0.973, -1.236e-4
-0.972, -1.227e-4
-0.971, -1.218e-4
-0.970, -1.208e-4
-0.969, -1.200e-4
-0.968, -1.190e-4
-0.967, -1.180e-4
-0.966, -1.170e-4
-0.965, -1.160e-4
-0.964, -1.149e-4
-0.963, -1.138e-4
-0.962, -1.127e-4
-0.961, -1.116e-4
-0.960, -1.104e-4
-0.959, -1.093e-4
-0.958, -1.080e-4
-0.957, -1.068e-4
-0.956, -1.056e-4
-0.955, -1.042e-4
-0.954, -1.028e-4
-0.953, -1.016e-4
-0.952, -1.003e-4
-0.951, -9.886e-5
-0.950, -9.737e-5
-0.949, -9.591e-5
-0.948, -9.451e-5
-0.947, -9.314e-5
-0.946, -9.156e-5
-0.945, -8.995e-5
-0.944, -8.843e-5
-0.943, -8.688e-5
-0.942, -8.514e-5
-0.941, -8.344e-5
-0.940, -8.183e-5
-0.939, -8.013e-5
-0.938, -7.833e-5
-0.937, -7.648e-5
-0.936, -7.474e-5
-0.935, -7.295e-5
-0.934, -7.097e-5
-0.933, -6.903e-5
-0.932, -6.711e-5
-0.931, -6.528e-5
-0.930, -6.328e-5
-0.929, -6.115e-5
-0.928, -5.920e-5
-0.927, -5.716e-5
-0.926, -5.504e-5
-0.925, -5.288e-5
-0.924, -5.069e-5
-0.923, -4.856e-5
-0.922, -4.634e-5
-0.921, -4.387e-5
-0.920, -4.159e-5
-0.919, -3.943e-5
-0.918, -3.715e-5
-0.917, -3.472e-5
-0.916, -3.232e-5
-0.915, -3.004e-5
-0.914, -2.766e-5
-0.913, -2.511e-5
-0.912, -2.262e-5
-0.911, -2.021e-5
-0.910, -1.769e-5
-0.909, -1.510e-5
-0.908, -1.243e-5
-0.907, -9.811e-6
-0.906, -7.287e-6
-0.905, -4.611e-6
-0.904, -1.874e-6
-0.903, 8.331e-7
-0.902, 3.449e-6
-0.901, 6.186e-6
-0.900, 9.075e-6
-0.899, 1.184e-5
-0.898, 1.449e-5
-0.897, 1.732e-5
-0.896, 2.018e-5
-0.895, 2.300e-5
-0.894, 2.583e-5
-0.893, 2.866e-5
-0.892, 3.170e-5
-0.891, 3.468e-5
-0.890, 3.751e-5
-0.889, 4.043e-5
-0.888, 4.350e-5
-0.887, 4.657e-5
-0.886, 4.952e-5
-0.885, 5.250e-5
-0.884, 5.564e-5
-0.883, 5.886e-5
-0.882, 6.184e-5
-0.881, 6.491e-5
-0.880, 6.805e-5
-0.879, 7.124e-5
-0.878, 7.437e-5
-0.877, 7.738e-5
-0.876, 8.055e-5
-0.875, 8.386e-5
-0.874, 8.705e-5
-0.873, 9.010e-5
-0.872, 9.335e-5
-0.871, 9.666e-5
-0.870, 1.001e-4
-0.869, 1.033e-4
-0.868, 1.065e-4
-0.867, 1.098e-4
-0.866, 1.131e-4
-0.865, 1.163e-4
-0.864, 1.194e-4
-0.863, 1.228e-4
-0.862, 1.262e-4
-0.861, 1.294e-4
-0.860, 1.326e-4
-0.859, 1.360e-4
-0.858, 1.393e-4
-0.857, 1.426e-4
-0.856, 1.459e-4
-0.855, 1.492e-4
-0.854, 1.526e-4
-0.853, 1.559e-4
-0.852, 1.591e-4
-0.851, 1.624e-4
-0.850, 1.658e-4
-0.849, 1.691e-4
-0.848, 1.723e-4
-0.847, 1.756e-4
-0.846, 1.791e-4
-0.845, 1.823e-4
-0.844, 1.853e-4
-0.843, 1.886e-4
-0.842, 1.919e-4
-0.841, 1.953e-4
-0.840, 1.985e-4
-0.839, 2.016e-4
-0.838, 2.049e-4
-0.837, 2.082e-4
-0.836, 2.115e-4
-0.835, 2.146e-4
-0.834, 2.178e-4
-0.833, 2.212e-4
-0.832, 2.243e-4
-0.831, 2.274e-4
-0.830, 2.307e-4
-0.829, 2.339e-4
-0.828, 2.370e-4
-0.827, 2.400e-4
-0.826, 2.431e-4
-0.825, 2.463e-4
-0.824, 2.494e-4
-0.823, 2.524e-4
-0.822, 2.554e-4
-0.821, 2.585e-4
-0.820, 2.615e-4
-0.819, 2.640e-4
-0.818, 2.667e-4
-0.817, 2.699e-4
-0.816, 2.728e-4
-0.815, 2.756e-4
-0.814, 2.784e-4
-0.813, 2.813e-4
-0.812, 2.842e-4
-0.811, 2.869e-4
-0.810, 2.896e-4
-0.809, 2.924e-4
-0.808, 2.951e-4
-0.807, 2.978e-4
-0.806, 3.003e-4
-0.805, 3.030e-4
-0.804, 3.057e-4
-0.803, 3.081e-4
-0.802, 3.105e-4
-0.801, 3.131e-4
-0.800, 3.155e-4
-0.799, 3.178e-4
-0.798, 3.201e-4
-0.797, 3.223e-4
-0.796, 3.246e-4
-0.795, 3.269e-4
-0.794, 3.289e-4
-0.793, 3.308e-4
-0.792, 3.329e-4
-0.791, 3.349e-4
-0.790, 3.368e-4
-0.789, 3.386e-4
-0.788, 3.406e-4
-0.787, 3.425e-4
-0.786, 3.441e-4
-0.785, 3.457e-4
-0.784, 3.474e-4
-0.783, 3.489e-4
-0.782, 3.505e-4
-0.781, 3.518e-4
-0.780, 3.532e-4
-0.779, 3.547e-4
-0.778, 3.558e-4
-0.777, 3.569e-4
-0.776, 3.580e-4
-0.775, 3.592e-4
-0.774, 3.601e-4
-0.773, 3.609e-4
-0.772, 3.617e-4
-0.771, 3.625e-4
-0.770, 3.631e-4
-0.769, 3.637e-4
-0.768, 3.642e-4
-0.767, 3.648e-4
-0.766, 3.651e-4
-0.765, 3.653e-4
-0.764, 3.654e-4
-0.763, 3.655e-4
-0.762, 3.655e-4
-0.761, 3.653e-4
-0.760, 3.651e-4
-0.759, 3.648e-4
-0.758, 3.645e-4
-0.757, 3.640e-4
-0.756, 3.633e-4
-0.755, 3.627e-4
-0.754, 3.621e-4
-0.753, 3.612e-4
-0.752, 3.602e-4
-0.751, 3.592e-4
-0.750, 3.581e-4
-0.749, 3.569e-4
-0.748, 3.555e-4
-0.747, 3.542e-4
-0.746, 3.528e-4
-0.745, 3.513e-4
-0.744, 3.496e-4
-0.743, 3.479e-4
-0.742, 3.460e-4
-0.741, 3.442e-4
-0.740, 3.423e-4
-0.739, 3.402e-4
-0.738, 3.382e-4
-0.737, 3.362e-4
-0.736, 3.340e-4
-0.735, 3.317e-4
-0.734, 3.295e-4
-0.733, 3.272e-4
-0.732, 3.248e-4
-0.731, 3.224e-4
-0.730, 3.200e-4
-0.729, 3.177e-4
-0.728, 3.152e-4
-0.727, 3.127e-4
-0.726, 3.102e-4
-0.725, 3.077e-4
-0.724, 3.052e-4
-0.723, 3.027e-4
-0.722, 3.001e-4
-0.721, 2.977e-4
-0.720, 2.951e-4
-0.719, 2.926e-4
-0.718, 2.901e-4
-0.717, 2.877e-4
-0.716, 2.853e-4
-0.715, 2.828e-4
-0.714, 2.803e-4
-0.713, 2.779e-4
-0.712, 2.756e-4
-0.711, 2.732e-4
-0.710, 2.708e-4
-0.709, 2.685e-4
-0.708, 2.663e-4
-0.707, 2.640e-4
-0.706, 2.617e-4
-0.705, 2.596e-4
-0.704, 2.575e-4
-0.703, 2.553e-4
-0.702, 2.532e-4
-0.701, 2.511e-4
-0.700, 2.491e-4
-0.699, 2.471e-4
-0.698, 2.451e-4
-0.697, 2.431e-4
-0.696, 2.412e-4
-0.695, 2.393e-4
-0.694, 2.374e-4
-0.693, 2.356e-4
-0.692, 2.338e-4
-0.691, 2.320e-4
-0.690, 2.302e-4
-0.689, 2.285e-4
-0.688, 2.268e-4
-0.687, 2.252e-4
-0.686, 2.235e-4
-0.685, 2.218e-4
-0.684, 2.202e-4
-0.683, 2.187e-4
-0.682, 2.171e-4
-0.681, 2.156e-4
-0.680, 2.141e-4
-0.679, 2.126e-4
-0.678, 2.111e-4
-0.677, 2.097e-4
-0.676, 2.082e-4
-0.675, 2.069e-4
-0.674, 2.055e-4
-0.673, 2.041e-4
-0.672, 2.028e-4
-0.671, 2.014e-4
-0.670, 2.002e-4
-0.669, 1.989e-4
-0.668, 1.976e-4
-0.667, 1.963e-4
-0.666, 1.951e-4
-0.665, 1.939e-4
-0.664, 1.926e-4
-0.663, 1.915e-4
-0.662, 1.903e-4
-0.661, 1.891e-4
-0.660, 1.880e-4
-0.659, 1.868e-4
-0.658, 1.857e-4
-0.657, 1.846e-4
-0.656, 1.835e-4
-0.655, 1.825e-4
-0.654, 1.814e-4
-0.653, 1.804e-4
-0.652, 1.793e-4
-0.651, 1.783e-4
-0.650, 1.773e-4
-0.649, 1.763e-4
-0.648, 1.753e-4
-0.647, 1.743e-4
-0.646, 1.734e-4
-0.645, 1.724e-4
-0.644, 1.715e-4
-0.643, 1.706e-4
-0.642, 1.696e-4
-0.641, 1.687e-4
-0.640, 1.678e-4
-0.639, 1.669e-4
-0.638, 1.661e-4
-0.637, 1.652e-4
-0.636, 1.643e-4
-0.635, 1.635e-4
-0.634, 1.626e-4
-0.633, 1.618e-4
-0.632, 1.610e-4
-0.631, 1.602e-4
-0.630, 1.593e-4
-0.629, 1.586e-4
-0.628, 1.578e-4
-0.627, 1.570e-4
-0.626, 1.562e-4
-0.625, 1.555e-4
-0.624, 1.547e-4
-0.623, 1.540e-4
-0.622, 1.532e-4
-0.621, 1.525e-4
-0.620, 1.518e-4
-0.619, 1.510e-4
-0.618, 1.503e-4
-0.617, 1.496e-4
-0.616, 1.489e-4
-0.615, 1.483e-4
-0.614, 1.476e-4
-0.613, 1.469e-4
-0.612, 1.462e-4
-0.611, 1.456e-4
-0.610, 1.449e-4
-0.609, 1.442e-4
-0.608, 1.436e-4
-0.607, 1.430e-4
-0.606, 1.423e-4
-0.605, 1.417e-4
-0.604, 1.410e-4
-0.603, 1.404e-4
-0.602, 1.398e-4
-0.601, 1.392e-4
-0.600, 1.386e-4
-0.599, 1.380e-4
-0.598, 1.374e-4
-0.597, 1.368e-4
-0.596, 1.362e-4
-0.595, 1.357e-4
-0.594, 1.351e-4
-0.593, 1.345e-4
-0.592, 1.340e-4
-0.591, 1.334e-4
-0.590, 1.329e-4
-0.589, 1.323e-4
-0.588, 1.317e-4
-0.587, 1.312e-4
-0.586, 1.307e-4
-0.585, 1.301e-4
-0.584, 1.296e-4
-0.583, 1.291e-4
-0.582, 1.285e-4
-0.581, 1.280e-4
-0.580, 1.275e-4
-0.579, 1.270e-4
-0.578, 1.265e-4
-0.577, 1.260e-4
-0.576, 1.255e-4
-0.575, 1.250e-4
-0.574, 1.245e-4
-0.573, 1.240e-4
-0.572, 1.235e-4
-0.571, 1.231e-4
-0.570, 1.226e-4
-0.569, 1.222e-4
-0.568, 1.217e-4
-0.567, 1.212e-4
-0.566, 1.208e-4
-0.565, 1.203e-4
-0.564, 1.198e-4
-0.563, 1.194e-4
-0.562, 1.190e-4
-0.561, 1.185e-4
-0.560, 1.181e-4
-0.559, 1.176e-4
-0.558, 1.172e-4
-0.557, 1.167e-4
-0.556, 1.163e-4
-0.555, 1.159e-4
-0.554, 1.155e-4
-0.553, 1.150e-4
-0.552, 1.146e-4
-0.551, 1.142e-4
-0.550, 1.138e-4
-0.549, 1.134e-4
-0.548, 1.130e-4
-0.547, 1.125e-4
-0.546, 1.121e-4
-0.545, 1.117e-4
-0.544, 1.114e-4
-0.543, 1.110e-4
-0.542, 1.106e-4
-0.541, 1.102e-4
-0.540, 1.098e-4
-0.539, 1.094e-4
-0.538, 1.090e-4
-0.537, 1.086e-4
-0.536, 1.083e-4
-0.535, 1.079e-4
-0.534, 1.075e-4
-0.533, 1.072e-4
-0.532, 1.068e-4
-0.531, 1.064e-4
-0.530, 1.061e-4
-0.529, 1.057e-4
-0.528, 1.053e-4
-0.527, 1.050e-4
-0.526, 1.046e-4
-0.525, 1.043e-4
-0.524, 1.039e-4
-0.523, 1.036e-4
-0.522, 1.032e-4
-0.521, 1.029e-4
-0.520, 1.026e-4
-0.519, 1.022e-4
-0.518, 1.019e-4
-0.517, 1.015e-4
-0.516, 1.012e-4
-0.515, 1.009e-4
-0.514, 1.006e-4
-0.513, 1.002e-4
-0.512, 9.992e-5
-0.511, 9.958e-5
-0.510, 9.928e-5
-0.509, 9.895e-5
-0.508, 9.861e-5
-0.507, 9.831e-5
-0.506, 9.800e-5
-0.505, 9.767e-5
-0.504, 9.736e-5
-0.503, 9.706e-5
-0.502, 9.676e-5
-0.501, 9.645e-5
-0.500, 9.606e-5
-0.501, 9.560e-5
-0.502, 9.523e-5
-0.503, 9.487e-5
-0.504, 9.454e-5
-0.505, 9.420e-5
-0.506, 9.387e-5
-0.507, 9.353e-5
-0.508, 9.320e-5
-0.509, 9.289e-5
-0.510, 9.259e-5
-0.511, 9.228e-5
-0.512, 9.195e-5
-0.513, 9.165e-5
-0.514, 9.134e-5
-0.515, 9.104e-5
-0.516, 9.073e-5
-0.517, 9.043e-5
-0.518, 9.016e-5
-0.519, 8.985e-5
-0.520, 8.955e-5
-0.521, 8.924e-5
-0.522, 8.897e-5
-0.523, 8.870e-5
-0.524, 8.839e-5
-0.525, 8.809e-5
-0.526, 8.781e-5
-0.527, 8.757e-5
-0.528, 8.727e-5
-0.529, 8.699e-5
-0.530, 8.672e-5
-0.531, 8.645e-5
-0.532, 8.617e-5
-0.533, 8.590e-5
-0.534, 8.565e-5
-0.535, 8.538e-5
-0.536, 8.511e-5
-0.537, 8.486e-5
-0.538, 8.459e-5
-0.539, 8.435e-5
-0.540, 8.407e-5
-0.541, 8.383e-5
-0.542, 8.356e-5
-0.543, 8.331e-5
-0.544, 8.307e-5
-0.545, 8.280e-5
-0.546, 8.255e-5
-0.547, 8.231e-5
-0.548, 8.207e-5
-0.549, 8.179e-5
-0.550, 8.155e-5
-0.551, 8.131e-5
-0.552, 8.106e-5
-0.553, 8.082e-5
-0.554, 8.055e-5
-0.555, 8.033e-5
-0.556, 8.009e-5
-0.557, 7.985e-5
-0.558, 7.960e-5
-0.559, 7.936e-5
-0.560, 7.912e-5
-0.561, 7.890e-5
-0.562, 7.866e-5
-0.563, 7.842e-5
-0.564, 7.820e-5
-0.565, 7.796e-5
-0.566, 7.772e-5
-0.567, 7.750e-5
-0.568, 7.729e-5
-0.569, 7.705e-5
-0.570, 7.680e-5
-0.571, 7.659e-5
-0.572, 7.638e-5
-0.573, 7.614e-5
-0.574, 7.592e-5
-0.575, 7.571e-5
-0.576, 7.547e-5
-0.577, 7.525e-5
-0.578, 7.504e-5
-0.579, 7.483e-5
-0.580, 7.458e-5
-0.581, 7.440e-5
-0.582, 7.416e-5
-0.583, 7.395e-5
-0.584, 7.373e-5
-0.585, 7.355e-5
-0.586, 7.334e-5
-0.587, 7.312e-5
-0.588, 7.291e-5
-0.589, 7.270e-5
-0.590, 7.252e-5
-0.591, 7.230e-5
-0.592, 7.209e-5
-0.593, 7.188e-5
-0.594, 7.170e-5
-0.595, 7.148e-5
-0.596, 7.127e-5
-0.597, 7.109e-5
-0.598, 7.087e-5
-0.599, 7.066e-5
-0.600, 7.045e-5
-0.601, 7.027e-5
-0.602, 7.005e-5
-0.603, 6.987e-5
-0.604, 6.966e-5
-0.605, 6.944e-5
-0.606, 6.926e-5
-0.607, 6.908e-5
-0.608, 6.887e-5
-0.609, 6.868e-5
-0.610, 6.850e-5
-0.611, 6.829e-5
-0.612, 6.811e-5
-0.613, 6.789e-5
-0.614, 6.771e-5
-0.615, 6.753e-5
-0.616, 6.732e-5
-0.617, 6.713e-5
-0.618, 6.695e-5
-0.619, 6.677e-5
-0.620, 6.656e-5
-0.621, 6.637e-5
-0.622, 6.619e-5
-0.623, 6.601e-5
-0.624, 6.580e-5
-0.625, 6.561e-5
-0.626, 6.543e-5
-0.627, 6.525e-5
-0.628, 6.507e-5
-0.629, 6.485e-5
-0.630, 6.467e-5
-0.631, 6.452e-5
-0.632, 6.430e-5
-0.633, 6.412e-5
-0.634, 6.394e-5
-0.635, 6.376e-5
-0.636, 6.358e-5
-0.637, 6.339e-5
-0.638, 6.321e-5
-0.639, 6.303e-5
-0.640, 6.285e-5
-0.641, 6.266e-5
-0.642, 6.248e-5
-0.643, 6.230e-5
-0.644, 6.212e-5
-0.645, 6.193e-5
-0.646, 6.175e-5
-0.647, 6.157e-5
-0.648, 6.139e-5
-0.649, 6.117e-5
-0.650, 6.102e-5
-0.651, 6.084e-5
-0.652, 6.062e-5
-0.653, 6.044e-5
-0.654, 6.026e-5
-0.655, 6.008e-5
-0.656, 5.990e-5
-0.657, 5.971e-5
-0.658, 5.950e-5
-0.659, 5.932e-5
-0.660, 5.917e-5
-0.661, 5.895e-5
-0.662, 5.874e-5
-0.663, 5.859e-5
-0.664, 5.837e-5
-0.665, 5.819e-5
-0.666, 5.798e-5
-0.667, 5.780e-5
-0.668, 5.761e-5
-0.669, 5.740e-5
-0.670, 5.719e-5
-0.671, 5.701e-5
-0.672, 5.679e-5
-0.673, 5.658e-5
-0.674, 5.640e-5
-0.675, 5.618e-5
-0.676, 5.597e-5
-0.677, 5.576e-5
-0.678, 5.555e-5
-0.679, 5.533e-5
-0.680, 5.512e-5
-0.681, 5.491e-5
-0.682, 5.466e-5
-0.683, 5.445e-5
-0.684, 5.424e-5
-0.685, 5.399e-5
-0.686, 5.375e-5
-0.687, 5.354e-5
-0.688, 5.333e-5
-0.689, 5.308e-5
-0.690, 5.284e-5
-0.691, 5.263e-5
-0.692, 5.238e-5
-0.693, 5.211e-5
-0.694, 5.187e-5
-0.695, 5.162e-5
-0.696, 5.135e-5
-0.697, 5.111e-5
-0.698, 5.083e-5
-0.699, 5.056e-5
-0.700, 5.028e-5
-0.701, 5.001e-5
-0.702, 4.971e-5
-0.703, 4.943e-5
-0.704, 4.913e-5
-0.705, 4.882e-5
-0.706, 4.852e-5
-0.707, 4.822e-5
-0.708, 4.791e-5
-0.709, 4.758e-5
-0.710, 4.724e-5
-0.711, 4.691e-5
-0.712, 4.657e-5
-0.713, 4.624e-5
-0.714, 4.587e-5
-0.715, 4.551e-5
-0.716, 4.514e-5
-0.717, 4.475e-5
-0.718, 4.435e-5
-0.719, 4.396e-5
-0.720, 4.356e-5
-0.721, 4.320e-5
-0.722, 4.274e-5
-0.723, 4.232e-5
-0.724, 4.189e-5
-0.725, 4.143e-5
-0.726, 4.098e-5
-0.727, 4.052e-5
-0.728, 4.004e-5
-0.729, 3.955e-5
-0.730, 3.906e-5
-0.731, 3.851e-5
-0.732, 3.797e-5
-0.733, 3.748e-5
-0.734, 3.693e-5
-0.735, 3.636e-5
-0.736, 3.575e-5
-0.737, 3.520e-5
-0.738, 3.459e-5
-0.739, 3.395e-5
-0.740, 3.334e-5
-0.741, 3.271e-5
-0.742, 3.210e-5
-0.743, 3.143e-5
-0.744, 3.067e-5
-0.745, 3.000e-5
-0.746, 2.930e-5
-0.747, 2.854e-5
-0.748, 2.775e-5
-0.749, 2.696e-5
-0.750, 2.623e-5
-0.751, 2.538e-5
-0.752, 2.449e-5
-0.753, 2.367e-5
-0.754, 2.282e-5
-0.755, 2.194e-5
-0.756, 2.100e-5
-0.757, 1.999e-5
-0.758, 1.911e-5
-0.759, 1.817e-5
-0.760, 1.710e-5
-0.761, 1.604e-5
-0.762, 1.507e-5
-0.763, 1.403e-5
-0.764, 1.285e-5
-0.765, 1.175e-5
-0.766, 1.063e-5
-0.767, 9.501e-6
-0.768, 8.193e-6
-0.769, 6.885e-6
-0.770, 5.699e-6
-0.771, 4.513e-6
-0.772, 3.205e-6
-0.773, 1.776e-6
-0.774, 4.682e-7
-0.775, -8.091e-7
-0.776, -2.239e-6
-0.777, -3.698e-6
-0.778, -5.158e-6
-0.779, -6.557e-6
-0.780, -8.108e-6
-0.781, -9.690e-6
-0.782, -1.127e-5
-0.783, -1.285e-5
-0.784, -1.443e-5
-0.785, -1.617e-5
-0.786, -1.787e-5
-0.787, -1.948e-5
-0.788, -2.116e-5
-0.789, -2.298e-5
-0.790, -2.484e-5
-0.791, -2.660e-5
-0.792, -2.842e-5
-0.793, -3.034e-5
-0.794, -3.213e-5
-0.795, -3.411e-5
-0.796, -3.597e-5
-0.797, -3.807e-5
-0.798, -4.010e-5
-0.799, -4.217e-5
-0.800, -4.418e-5
-0.801, -4.628e-5
-0.802, -4.856e-5
-0.803, -5.072e-5
-0.804, -5.278e-5
-0.805, -5.504e-5
-0.806, -5.732e-5
-0.807, -5.972e-5
-0.808, -6.194e-5
-0.809, -6.422e-5
-0.810, -6.662e-5
-0.811, -6.906e-5
-0.812, -7.140e-5
-0.813, -7.380e-5
-0.814, -7.629e-5
-0.815, -7.894e-5
-0.816, -8.137e-5
-0.817, -8.384e-5
-0.818, -8.651e-5
-0.819, -8.898e-5
-0.820, -9.126e-5
-0.821, -9.387e-5
-0.822, -9.661e-5
-0.823, -9.944e-5
-0.824, -1.021e-4
-0.825, -1.048e-4
-0.826, -1.076e-4
-0.827, -1.105e-4
-0.828, -1.133e-4
-0.829, -1.160e-4
-0.830, -1.188e-4
-0.831, -1.219e-4
-0.832, -1.248e-4
-0.833, -1.276e-4
-0.834, -1.305e-4
-0.835, -1.336e-4
-0.836, -1.367e-4
-0.837, -1.396e-4
-0.838, -1.425e-4
-0.839, -1.456e-4
-0.840, -1.488e-4
-0.841, -1.517e-4
-0.842, -1.548e-4
-0.843, -1.579e-4
-0.844, -1.611e-4
-0.845, -1.641e-4
-0.846, -1.671e-4
-0.847, -1.703e-4
-0.848, -1.736e-4
-0.849, -1.767e-4
-0.850, -1.799e-4
-0.851, -1.831e-4
-0.852, -1.864e-4
-0.853, -1.897e-4
